src,dst,product
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Uganda,"HIV 1/2, Stat-Pak HIV, Kit"
"Trinity Biotech, Plc",Uganda,"HIV 1/2, Uni-Gold HIV Kit"
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Lamivudine
site::Gilead(Nycomed) Oranienburg DE,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate
site::GSK Mississauga (Canada),GLAXOSMITHKLINE EXPORT LIMITED,Abacavir
GLAXOSMITHKLINE EXPORT LIMITED,Tanzania,Abacavir
"site::Micro Labs Ltd. (Brown & Burk), India",IDA FOUNDATION,Sulfadoxine/Pyrimethamine
IDA FOUNDATION,Nigeria,Sulfadoxine/Pyrimethamine
site::Meditab (for Cipla) Daman IN,IDA FOUNDATION,Chloroquine base (as phosphate)
IDA FOUNDATION,Haiti,Chloroquine base (as phosphate)
"Trinity Biotech, Plc",Ethiopia,"HIV 1/2, Uni-Gold HIV Kit"
"site::Medopharm Malur Factory, INDIA",IDA FOUNDATION,Quinine (as sulfate)
IDA FOUNDATION,Côte d'Ivoire,Quinine (as sulfate)
"Orgenics, Ltd",Tanzania,"HIV 1/2, Determine Complete HIV Kit"
site::Not Applicable,PLURIPHARM S.A.,"HIV 1/2, Capillus HIV Kit"
PLURIPHARM S.A.,Haiti,"HIV 1/2, Capillus HIV Kit"
CIPLA LIMITED,Vietnam,Efavirenz
Aurobindo Pharma Limited,Uganda,Stavudine
"site::Strides, Bangalore, India.",STRIDES ARCOLAB LIMITED,Nevirapine
STRIDES ARCOLAB LIMITED,Uganda,Nevirapine
site::ABBVIE (Abbott) Logis. UK,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Lopinavir/Ritonavir
INTERNATIONAL HEALTHCARE DISTRIBUTORS,Zambia,Lopinavir/Ritonavir
site::Gilead(Nycomed) Oranienburg DE,"GILEAD SCIENCES IRELAND, INC.",Emtricitabine/Tenofovir Disoproxil Fumarate
"GILEAD SCIENCES IRELAND, INC.",Zambia,Emtricitabine/Tenofovir Disoproxil Fumarate
STRIDES ARCOLAB LIMITED,Vietnam,Nevirapine
"site::BMS Meymac, France",INTERNATIONAL HEALTHCARE DISTRIBUTORS,Didanosine EC
INTERNATIONAL HEALTHCARE DISTRIBUTORS,Mozambique,Didanosine EC
BRISTOL-MYERS SQUIBB,Rwanda,Didanosine
ASPEN PHARMACARE,Ethiopia,Tenofovir Disoproxil Fumarate
site::GSK Cape Town Factory (South Africa),"JSI R&T INSTITUTE, INC.",Lamivudine
site::Inverness USA,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit"
site::Gilead(Nycomed) Oranienburg DE,CENTRAL PHARMACEUTICAL COMPANY NO. 1,Tenofovir Disoproxil Fumarate
CENTRAL PHARMACEUTICAL COMPANY NO. 1,Vietnam,Tenofovir Disoproxil Fumarate
site::Gilead(Nycomed) Oranienburg DE,S. BUYS WHOLESALER,Emtricitabine/Tenofovir Disoproxil Fumarate
"Standard Diagnostics, Inc.",Zimbabwe,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
Aurobindo Pharma Limited,Rwanda,Lamivudine/Zidovudine
Aurobindo Pharma Limited,Haiti,Didanosine
Aurobindo Pharma Limited,Haiti,Efavirenz
CIPLA LIMITED,Namibia,Lamivudine/Nevirapine/Stavudine
site::ABBVIE (Abbott) Japan Co. Ltd.,ACCOUN NIGERIA LIMITED,"HIV 1/2, Determine Complete HIV Kit"
site::ABBVIE (Abbott) Japan Co. Ltd.,REINBOLD EXPORT IMPORT,"HIV 1/2, Determine Complete HIV Kit"
site::MSD Elkton USA,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Indinavir
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Zambia,Indinavir
"site::Aspen-OSD, Port Elizabeth, SA",ASPEN PHARMACARE,Lamivudine/Zidovudine+Nevirapine
ASPEN PHARMACARE,Uganda,Lamivudine/Zidovudine+Nevirapine
Orasure Technologies Inc.,Zimbabwe,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit"
Aurobindo Pharma Limited,Rwanda,Efavirenz
site::Not Applicable,BUNDI INTERNATIONAL DIAGNOSTICS LTD,"HIV 1/2, Bundi Rapid HIV Kit"
"Standard Diagnostics, Inc.",Benin,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
"site::Orasure Technologies, Inc USA",Orasure Technologies Inc.,"HIV, OraQuick Controls Kit, 3 Vials"
Orasure Technologies Inc.,Botswana,"HIV, OraQuick Controls Kit, 3 Vials"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Tenofovir Disoproxil Fumarate
"Standard Diagnostics, Inc.",Kenya,"HIV 1/2, Bioline 3.0 Kit (no accessories)"
Aurobindo Pharma Limited,Namibia,Stavudine
Aurobindo Pharma Limited,Guyana,Zidovudine
Aurobindo Pharma Limited,Uganda,Efavirenz
"site::BMS Meymac, France","JSI R&T INSTITUTE, INC.",Didanosine
"JSI R&T INSTITUTE, INC.",South Africa,Didanosine
"site::Weifa A.S., Hausmanngt. 6, P.O. Box 9113 GrÃ¸nland, 0133, Oslo, Norway",MISSIONPHARMA A/S,Primaquine base (as diphosphate)
MISSIONPHARMA A/S,Ethiopia,Primaquine base (as diphosphate)
"site::Pacific Biotech, Thailand",AHN (PTY) LTD (AKA UCB (S.A.),"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit"
AHN (PTY) LTD (AKA UCB (S.A.),Botswana,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit"
site::Inverness Japan,KAS MEDICS LIMITED,"HIV 1/2, Determine Complete HIV Kit"
KAS MEDICS LIMITED,Tanzania,"HIV 1/2, Determine Complete HIV Kit"
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Zidovudine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Rwanda,Lamivudine/Zidovudine
site::Roche Madrid,SCMS from RDC,Nelfinavir (as mesilate)
SCMS from RDC,Zambia,Nelfinavir (as mesilate)
SCMS from RDC,Mozambique,Nelfinavir (as mesilate)
"site::MSD Manati, Puerto Rico, (USA)",SCMS from RDC,Efavirenz
SCMS from RDC,Mozambique,Efavirenz
"site::Aurobindo Unit III, India",SCMS from RDC,Efavirenz
"site::Aspen-OSD, Port Elizabeth, SA",SCMS from RDC,Lamivudine/Zidovudine+Nevirapine
SCMS from RDC,Nigeria,Lamivudine/Zidovudine+Nevirapine
"site::Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Zidovudine
SCMS from RDC,Côte d'Ivoire,Lamivudine/Zidovudine
site::Gilead(Nycomed) Oranienburg DE,SCMS from RDC,Tenofovir Disoproxil Fumarate
SCMS from RDC,Mozambique,Tenofovir Disoproxil Fumarate
SCMS from RDC,Zimbabwe,Efavirenz
"site::Aurobindo Unit III, India",SCMS from RDC,Lamivudine
SCMS from RDC,Nigeria,Lamivudine
"site::Aurobindo Unit III, India",SCMS from RDC,Nevirapine
SCMS from RDC,Nigeria,Nevirapine
site::Gilead(Nycomed) Oranienburg DE,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Zambia,Emtricitabine/Tenofovir Disoproxil Fumarate
site::Roche Basel,SCMS from RDC,Saquinavir
SCMS from RDC,Mozambique,Saquinavir
"site::Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Stavudine
SCMS from RDC,Côte d'Ivoire,Lamivudine/Nevirapine/Stavudine
"site::Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit"
SCMS from RDC,Zambia,"HIV 1/2, Uni-Gold HIV Kit"
"site::Aurobindo Unit III, India",SCMS from RDC,Abacavir
SCMS from RDC,Zambia,Abacavir
site::ABBVIE Ludwigshafen Germany,SCMS from RDC,Lopinavir/Ritonavir
SCMS from RDC,Zambia,Lopinavir/Ritonavir
site::MSD Elkton USA,SCMS from RDC,Indinavir
SCMS from RDC,Mozambique,Indinavir
"site::Ranbaxy, Paonta Shahib, India",SCMS from RDC,Lamivudine
"site::Aurobindo Unit III, India",SCMS from RDC,Stavudine
SCMS from RDC,Côte d'Ivoire,Stavudine
SCMS from RDC,Nigeria,Stavudine
"site::Ranbaxy, Paonta Shahib, India",SCMS from RDC,Zidovudine
SCMS from RDC,Côte d'Ivoire,Zidovudine
site::ABBVIE GmbH & Co.KG Wiesbaden,SCMS from RDC,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Côte d'Ivoire,"HIV 1/2, Determine Complete HIV Kit"
"site::Aurobindo Unit III, India",SCMS from RDC,Zidovudine
SCMS from RDC,Guyana,Zidovudine
SCMS from RDC,Zimbabwe,Lamivudine/Nevirapine/Stavudine
SCMS from RDC,Tanzania,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Côte d'Ivoire,Lamivudine
"site::MSD, Haarlem, NL",SCMS from RDC,Efavirenz
SCMS from RDC,Côte d'Ivoire,Efavirenz
SCMS from RDC,Namibia,"HIV 1/2, Uni-Gold HIV Kit"
SCMS from RDC,Côte d'Ivoire,Indinavir
SCMS from RDC,Mozambique,Abacavir
SCMS from RDC,Zimbabwe,Zidovudine
"site::Strides, Bangalore, India.",SCMS from RDC,Stavudine
"site::Cipla, Goa, India",SCMS from RDC,Lamivudine/Stavudine
SCMS from RDC,Zimbabwe,Lamivudine/Stavudine
SCMS from RDC,Uganda,Lamivudine/Nevirapine/Stavudine
site::ABBVIE (Abbott) France,SCMS from RDC,Ritonavir
SCMS from RDC,Côte d'Ivoire,Ritonavir
"site::Strides, Bangalore, India.",SCMS from RDC,Efavirenz
SCMS from RDC,Ethiopia,Zidovudine
SCMS from RDC,Zambia,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Nigeria,Lamivudine/Nevirapine/Stavudine
SCMS from RDC,Nigeria,Zidovudine
site::Inverness Japan,SCMS from RDC,"HIV 1/2, Determine Complete HIV Kit"
"site::Cipla, Goa, India",SCMS from RDC,Lamivudine/Zidovudine
SCMS from RDC,Zambia,Lamivudine/Zidovudine
SCMS from RDC,Mozambique,Lamivudine/Zidovudine
"site::Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Nigeria,Lamivudine/Nevirapine/Zidovudine
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Nevirapine
SCMS from RDC,Zambia,Nevirapine
SCMS from RDC,Ethiopia,Stavudine
site::Inverness Japan,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets"
SCMS from RDC,Haiti,"HIV 1/2, Determine HIV Kit, without Lancets"
SCMS from RDC,Haiti,Lamivudine
SCMS from RDC,Zambia,Lamivudine/Nevirapine/Stavudine
SCMS from RDC,Zambia,Efavirenz
"site::Strides, Bangalore, India.",SCMS from RDC,Nevirapine
SCMS from RDC,Côte d'Ivoire,Nevirapine
"site::Cipla, Goa, India",SCMS from RDC,Efavirenz
site::GSK Ware (UK),SCMS from RDC,Abacavir/Lamivudine/Zidovudine
SCMS from RDC,Côte d'Ivoire,Abacavir/Lamivudine/Zidovudine
SCMS from RDC,Botswana,"HIV 1/2, Uni-Gold HIV Kit"
SCMS from RDC,Mozambique,Stavudine
SCMS from RDC,Mozambique,Lamivudine
SCMS from RDC,Mozambique,Lamivudine/Stavudine
SCMS from RDC,Zambia,"HIV 1/2, Determine HIV Kit, without Lancets"
SCMS from RDC,Nigeria,Lamivudine/Zidovudine
site::Inverness Japan,SCMS from RDC,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
SCMS from RDC,Rwanda,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
SCMS from RDC,Tanzania,Lamivudine/Zidovudine
SCMS from RDC,Guyana,Efavirenz
site::Bio-Rad Laboratories,SCMS from RDC,"HIV 2, New LAV Blot 2 HIV Kit"
SCMS from RDC,Côte d'Ivoire,"HIV 2, New LAV Blot 2 HIV Kit"
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Efavirenz
"site::Aspen-OSD, Port Elizabeth, SA",SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Uganda,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Mozambique,"HIV 1/2, Determine HIV Kit, without Lancets"
"site::Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine
"site::Ranbaxy, Paonta Shahib, India",SCMS from RDC,Nevirapine
SCMS from RDC,Tanzania,Nevirapine
SCMS from RDC,Pakistan,"HIV 1/2, Determine HIV Kit, without Lancets"
SCMS from RDC,Namibia,Efavirenz
"site::Standard Diagnostics, Korea",SCMS from RDC,"HIV, Bioline HIV 1/2 3.0 Kit"
SCMS from RDC,Kenya,"HIV, Bioline HIV 1/2 3.0 Kit"
SCMS from RDC,Côte d'Ivoire,Abacavir
SCMS from RDC,Haiti,Nevirapine
SCMS from RDC,Haiti,Stavudine
SCMS from RDC,Nigeria,Efavirenz
"site::Standard Diagnostics, Korea",SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
SCMS from RDC,Kenya,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
SCMS from RDC,Zambia,Lamivudine/Stavudine
SCMS from RDC,Uganda,Efavirenz
SCMS from RDC,Côte d'Ivoire,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
SCMS from RDC,Tanzania,Abacavir
SCMS from RDC,Haiti,Zidovudine
SCMS from RDC,Haiti,Lopinavir/Ritonavir
SCMS from RDC,Tanzania,Lamivudine
SCMS from RDC,Uganda,Lamivudine/Zidovudine
SCMS from RDC,Mozambique,Lamivudine/Nevirapine/Stavudine
SCMS from RDC,Rwanda,Nevirapine
SCMS from RDC,Zimbabwe,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Zidovudine
"site::MSD, Haarlem, NL",SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Nigeria,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Nigeria,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Ethiopia,Lamivudine/Zidovudine
SCMS from RDC,Mozambique,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Tanzania,Efavirenz
SCMS from RDC,Ethiopia,Efavirenz
SCMS from RDC,Mozambique,Nevirapine
SCMS from RDC,Uganda,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Nigeria,Lopinavir/Ritonavir
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine
"site::Standard Diagnostics, Korea",SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit (no accessories)"
SCMS from RDC,Kenya,"HIV 1/2, Bioline 3.0 Kit (no accessories)"
SCMS from RDC,Swaziland,Efavirenz
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Abacavir
SCMS from RDC,Ghana,Abacavir
SCMS from RDC,Zambia,Zidovudine
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Zidovudine
SCMS from RDC,Côte d'Ivoire,Saquinavir
SCMS from RDC,Rwanda,Abacavir
SCMS from RDC,Rwanda,Nelfinavir (as mesilate)
SCMS from RDC,Mozambique,Lopinavir/Ritonavir
SCMS from RDC,Tanzania,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
SCMS from RDC,Zimbabwe,Lamivudine
SCMS from RDC,Tanzania,Lamivudine/Nevirapine/Stavudine
SCMS from RDC,Côte d'Ivoire,Lamivudine/Stavudine
SCMS from RDC,Angola,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Rwanda,"HIV 1/2, Uni-Gold HIV Kit"
site::Chembio Diagnostics Sys. Inc.,SCMS from RDC,"HIV 1/2, Stat-Pak HIV, Kit"
SCMS from RDC,Nigeria,"HIV 1/2, Stat-Pak HIV, Kit"
site::ABBVIE (Abbott) Logis. UK,SCMS from RDC,Ritonavir
SCMS from RDC,Mozambique,Ritonavir
"site::Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Uganda,Nevirapine
"site::MSD Patheon, Canada",SCMS from RDC,Efavirenz
site::Bio-Rad Laboratories,SCMS from RDC,"HIV, Genie II HIV-1/HIV-2 Kit"
SCMS from RDC,Côte d'Ivoire,"HIV, Genie II HIV-1/HIV-2 Kit"
SCMS from RDC,Ethiopia,Lamivudine
SCMS from RDC,Côte d'Ivoire,Lopinavir/Ritonavir
SCMS from RDC,Mozambique,Abacavir/Lamivudine/Zidovudine
"site::Cipla, Goa, India",SCMS from RDC,Lamivudine
site::GSK Crawley,SCMS from RDC,Zidovudine
SCMS from RDC,Zambia,Lamivudine
SCMS from RDC,Ethiopia,Tenofovir Disoproxil Fumarate
"site::Aurobindo Unit III, India",SCMS from RDC,Didanosine
SCMS from RDC,Haiti,Didanosine
"site::MSD, Haarlem, NL",SCMS from RDC,Indinavir
SCMS from RDC,Rwanda,Lamivudine
SCMS from RDC,Ethiopia,Nevirapine
SCMS from RDC,Guyana,Lamivudine/Zidovudine
SCMS from RDC,Tanzania,Didanosine
SCMS from RDC,Mozambique,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
SCMS from RDC,Tanzania,Lopinavir/Ritonavir
SCMS from RDC,Nigeria,Indinavir
SCMS from RDC,Haiti,Abacavir
SCMS from RDC,Uganda,Zidovudine
SCMS from RDC,Kenya,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
SCMS from RDC,Guyana,Lopinavir/Ritonavir
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Stavudine
SCMS from RDC,Uganda,Lopinavir/Ritonavir
SCMS from RDC,Haiti,Efavirenz
SCMS from RDC,Haiti,Indinavir
site::ABBVIE (Abbott) Logis. UK,SCMS from RDC,Lopinavir/Ritonavir
SCMS from RDC,Nigeria,Ritonavir
SCMS from RDC,Uganda,Lamivudine
"site::Aspen-OSD, Port Elizabeth, SA",SCMS from RDC,Tenofovir Disoproxil Fumarate
SCMS from RDC,Tanzania,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Kenya,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Ghana,Stavudine
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Tenofovir Disoproxil Fumarate
SCMS from RDC,Swaziland,Tenofovir Disoproxil Fumarate
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Efavirenz
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Côte d'Ivoire,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Lebanon,Saquinavir
SCMS from RDC,Lebanon,Abacavir
SCMS from RDC,Lebanon,Lamivudine/Zidovudine
"site::Cipla, Goa, India",SCMS from RDC,Nevirapine
"site::Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Zidovudine+Abacavir
SCMS from RDC,Mozambique,Lamivudine/Zidovudine+Abacavir
SCMS from RDC,Côte d'Ivoire,Tenofovir Disoproxil Fumarate
"site::Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Capillus HIV Kit"
SCMS from RDC,Rwanda,"HIV 1/2, Capillus HIV Kit"
SCMS from RDC,Botswana,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Zimbabwe,Lopinavir/Ritonavir
"site::Pacific Biotech, Thailand",SCMS from RDC,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit"
SCMS from RDC,Botswana,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit"
SCMS from RDC,Tanzania,Ritonavir
SCMS from RDC,Haiti,"HIV 1/2, Capillus HIV Kit"
SCMS from RDC,Uganda,Stavudine
SCMS from RDC,Côte d'Ivoire,"HIV 1/2, Determine HIV Kit, without Lancets"
SCMS from RDC,Zimbabwe,Nevirapine
SCMS from RDC,Rwanda,"HIV 1/2, Determine HIV Kit, without Lancets"
SCMS from RDC,Rwanda,Stavudine
SCMS from RDC,Haiti,Lamivudine/Zidovudine
SCMS from RDC,Guyana,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
SCMS from RDC,Nigeria,Abacavir
SCMS from RDC,Kenya,"HIV 1/2, Determine HIV Kit, without Lancets"
SCMS from RDC,Kenya,"HIV 1/2, Uni-Gold HIV Kit"
SCMS from RDC,Mozambique,Zidovudine
SCMS from RDC,Nigeria,Lamivudine/Stavudine
SCMS from RDC,Zimbabwe,"HIV 1/2, Determine HIV Kit, without Lancets"
SCMS from RDC,Zimbabwe,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
SCMS from RDC,Pakistan,"HIV 1/2, Uni-Gold HIV Kit"
SCMS from RDC,Ethiopia,Lamivudine/Stavudine
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Ethiopia,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Kenya,Efavirenz
SCMS from RDC,Ghana,Didanosine
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Nigeria,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Namibia,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Ghana,Lopinavir/Ritonavir
SCMS from RDC,Rwanda,Tenofovir Disoproxil Fumarate
SCMS from RDC,Zambia,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
site::Premier Med. Corp Ltd. India,SCMS from RDC,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit"
SCMS from RDC,Rwanda,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit"
SCMS from RDC,Ethiopia,"HIV 1/2, Capillus HIV Kit"
SCMS from RDC,Rwanda,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Zambia,Stavudine
SCMS from RDC,Mozambique,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Mozambique,"HIV 1/2, Uni-Gold HIV Kit"
site::Inverness USA,SCMS from RDC,"HIV 1/2, Clearview Complete Kit"
SCMS from RDC,Namibia,"HIV 1/2, Clearview Complete Kit"
SCMS from RDC,Rwanda,Lopinavir/Ritonavir
SCMS from RDC,Zambia,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
SCMS from RDC,Pakistan,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
SCMS from RDC,Guyana,Lamivudine
SCMS from RDC,Uganda,Lamivudine/Stavudine
SCMS from RDC,Rwanda,Lamivudine/Zidovudine
SCMS from RDC,Namibia,Lamivudine/Nevirapine/Stavudine
SCMS from RDC,Ethiopia,Lamivudine/Nevirapine/Stavudine
SCMS from RDC,Ethiopia,Abacavir
SCMS from RDC,Lebanon,Didanosine
SCMS from RDC,Lebanon,Lamivudine
SCMS from RDC,Guyana,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Haiti,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit"
SCMS from RDC,Angola,"HIV 1/2, Uni-Gold HIV Kit"
SCMS from RDC,Tanzania,"HIV 1/2, Capillus HIV Kit"
SCMS from RDC,Tanzania,"HIV 1/2, Uni-Gold HIV Kit"
SCMS from RDC,Zimbabwe,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Namibia,"HIV 1/2, Determine Complete HIV Kit"
"site::Cipla, Patalganga, India",SCMS from RDC,Abacavir
SCMS from RDC,Rwanda,Efavirenz
SCMS from RDC,Nigeria,Tenofovir Disoproxil Fumarate
SCMS from RDC,Guyana,"HIV 1/2, Determine HIV Kit, without Lancets"
SCMS from RDC,Namibia,"HIV 1/2, Determine HIV Kit, without Lancets"
SCMS from RDC,Sierra Leone,"HIV 1/2, Uni-Gold HIV Kit"
SCMS from RDC,Swaziland,Lamivudine/Nevirapine/Zidovudine
"site::Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",SCMS from RDC,Efavirenz
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine
SCMS from RDC,Lebanon,Zidovudine
SCMS from RDC,Rwanda,Indinavir
SCMS from RDC,Zimbabwe,Lamivudine/Zidovudine
SCMS from RDC,Guyana,"HIV 1/2, Stat-Pak HIV, Kit"
SCMS from RDC,Guyana,Nevirapine
SCMS from RDC,Botswana,"HIV 1/2, Determine HIV Kit, without Lancets"
SCMS from RDC,Botswana,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
SCMS from RDC,Namibia,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
SCMS from RDC,Côte d'Ivoire,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Zambia,Didanosine
SCMS from RDC,Tanzania,Tenofovir Disoproxil Fumarate
SCMS from RDC,Zambia,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Lebanon,Nevirapine
SCMS from RDC,Ethiopia,"HIV 1/2, Uni-Gold HIV Kit"
site::MSD South Granville Australia,SCMS from RDC,Efavirenz
SCMS from RDC,Côte d'Ivoire,Didanosine
SCMS from RDC,Tanzania,Stavudine
SCMS from RDC,Pakistan,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
SCMS from RDC,Zambia,Tenofovir Disoproxil Fumarate
SCMS from RDC,Côte d'Ivoire,Nelfinavir (as mesilate)
site::Bio-Rad Laboratories,SCMS from RDC,"HIV, Pepti-LAV 1|2 (HIV-1|2 Ab differenciation, Immuno-Blot)"
SCMS from RDC,Côte d'Ivoire,"HIV, Pepti-LAV 1|2 (HIV-1|2 Ab differenciation, Immuno-Blot)"
SCMS from RDC,Côte d'Ivoire,"HIV 1/2, Bioline 3.0 Kit (no accessories)"
SCMS from RDC,Haiti,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Nigeria,"HIV, Genie II HIV-1/HIV-2 Kit"
SCMS from RDC,Cameroon,"HIV 1/2, Uni-Gold HIV Kit"
SCMS from RDC,Ethiopia,Ritonavir
SCMS from RDC,Ethiopia,Indinavir
SCMS from RDC,Pakistan,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Ghana,Zidovudine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Lamivudine/Zidovudine
"site::Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit"
CIPLA LIMITED,Haiti,Lamivudine/Nevirapine/Stavudine
"Orgenics, Ltd",South Sudan,"HIV 1/2, Determine Complete HIV Kit"
site::ABBVIE Ludwigshafen Germany,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Mozambique,Ritonavir
"Orgenics, Ltd",Burundi,"HIV 1/2, Determine Complete HIV Kit"
site::Chembio Diagnostics Sys. Inc.,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit"
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Burundi,"HIV 1/2, Stat-Pak Dipstick Assay Kit"
