anomaly_idx,manufacturer,retailer,anomaly_score,match_rank,match_distance,match_recovery_days,match_response_type,match_disruption_type,match_industry
181,QUALITEST PHARMACEUTICALS,GOOD NEIGHBOR PHARMACY #7042 (MT),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
181,QUALITEST PHARMACEUTICALS,GOOD NEIGHBOR PHARMACY #7042 (MT),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
182,TEVA PHARMACEUTICALS USA INC,GOOD NEIGHBOR PHARMACY #6942 (ME),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
182,TEVA PHARMACEUTICALS USA INC,GOOD NEIGHBOR PHARMACY #6942 (ME),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
182,TEVA PHARMACEUTICALS USA INC,GOOD NEIGHBOR PHARMACY #6942 (ME),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
183,MALLINCKRODT LLC,MAIN STREET PHARMACY #6958 (DE),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
183,MALLINCKRODT LLC,MAIN STREET PHARMACY #6958 (DE),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
183,MALLINCKRODT LLC,MAIN STREET PHARMACY #6958 (DE),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
184,ABBOTT LABORATORIES,WALGREENS #7427 (WY),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
184,ABBOTT LABORATORIES,WALGREENS #7427 (WY),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
184,ABBOTT LABORATORIES,WALGREENS #7427 (WY),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
185,TEVA PHARMACEUTICALS USA INC,WINN-DIXIE PHARMACY #4662 (VT),3,1,0.9391,135.0,Production Reroute,Geopolitical,Consumer Goods
185,TEVA PHARMACEUTICALS USA INC,WINN-DIXIE PHARMACY #4662 (VT),3,2,1.1755,151.0,Production Reroute,Cyber Attack,Automotive
185,TEVA PHARMACEUTICALS USA INC,WINN-DIXIE PHARMACY #4662 (VT),3,3,1.1886,89.0,Combined Strategy,Geopolitical,Consumer Goods
186,JANSSEN PHARMACEUTICALS INC,PUBLIX PHARMACY #1993 (CO),3,1,0.9391,135.0,Production Reroute,Geopolitical,Consumer Goods
186,JANSSEN PHARMACEUTICALS INC,PUBLIX PHARMACY #1993 (CO),3,2,1.1755,151.0,Production Reroute,Cyber Attack,Automotive
186,JANSSEN PHARMACEUTICALS INC,PUBLIX PHARMACY #1993 (CO),3,3,1.1886,89.0,Combined Strategy,Geopolitical,Consumer Goods
187,VINTAGE PHARMACEUTICALS LLC,PEOPLES PHARMACY #4323 (WY),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
187,VINTAGE PHARMACEUTICALS LLC,PEOPLES PHARMACY #4323 (WY),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
187,VINTAGE PHARMACEUTICALS LLC,PEOPLES PHARMACY #4323 (WY),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
188,MALLINCKRODT LLC,FAMILY CARE PHARMACY #6977 (NC),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
188,MALLINCKRODT LLC,FAMILY CARE PHARMACY #6977 (NC),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
188,MALLINCKRODT LLC,FAMILY CARE PHARMACY #6977 (NC),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
189,WATSON LABORATORIES INC,VILLAGE PHARMACY #1009 (NE),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
189,WATSON LABORATORIES INC,VILLAGE PHARMACY #1009 (NE),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
189,WATSON LABORATORIES INC,VILLAGE PHARMACY #1009 (NE),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
190,CADISTA PHARMACEUTICALS INC,MAIN STREET PHARMACY #2094 (KY),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
190,CADISTA PHARMACEUTICALS INC,MAIN STREET PHARMACY #2094 (KY),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
190,CADISTA PHARMACEUTICALS INC,MAIN STREET PHARMACY #2094 (KY),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
191,LANNETT COMPANY INC,QUALITY CARE PHARMACY #9274 (CT),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
191,LANNETT COMPANY INC,QUALITY CARE PHARMACY #9274 (CT),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
191,LANNETT COMPANY INC,QUALITY CARE PHARMACY #9274 (CT),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
192,SUN PHARMA GLOBAL INC,GOOD NEIGHBOR PHARMACY #5060 (NH),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
192,SUN PHARMA GLOBAL INC,GOOD NEIGHBOR PHARMACY #5060 (NH),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
192,SUN PHARMA GLOBAL INC,GOOD NEIGHBOR PHARMACY #5060 (NH),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
193,PAR PHARMACEUTICAL INC,HOMETOWN PHARMACY #8469 (NC),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
193,PAR PHARMACEUTICAL INC,HOMETOWN PHARMACY #8469 (NC),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
193,PAR PHARMACEUTICAL INC,HOMETOWN PHARMACY #8469 (NC),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
194,QUALITEST PHARMACEUTICALS,HEALTH MART PHARMACY #7354 (RI),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
194,QUALITEST PHARMACEUTICALS,HEALTH MART PHARMACY #7354 (RI),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
194,QUALITEST PHARMACEUTICALS,HEALTH MART PHARMACY #7354 (RI),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
195,IMPAX LABORATORIES INC,CORNER DRUG STORE #1656 (DE),3,1,0.9391,135.0,Production Reroute,Geopolitical,Consumer Goods
195,IMPAX LABORATORIES INC,CORNER DRUG STORE #1656 (DE),3,2,1.1755,151.0,Production Reroute,Cyber Attack,Automotive
195,IMPAX LABORATORIES INC,CORNER DRUG STORE #1656 (DE),3,3,1.1886,89.0,Combined Strategy,Geopolitical,Consumer Goods
196,SUN PHARMA GLOBAL INC,COMMUNITY PHARMACY #5731 (WV),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
196,SUN PHARMA GLOBAL INC,COMMUNITY PHARMACY #5731 (WV),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
196,SUN PHARMA GLOBAL INC,COMMUNITY PHARMACY #5731 (WV),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
197,ENDO PHARMACEUTICALS INC,PEOPLES PHARMACY #5759 (KS),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
197,ENDO PHARMACEUTICALS INC,PEOPLES PHARMACY #5759 (KS),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
197,ENDO PHARMACEUTICALS INC,PEOPLES PHARMACY #5759 (KS),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
198,MALLINCKRODT LLC,HARRIS TEETER PHARMACY #1338 (NH),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
198,MALLINCKRODT LLC,HARRIS TEETER PHARMACY #1338 (NH),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
198,MALLINCKRODT LLC,HARRIS TEETER PHARMACY #1338 (NH),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
199,CADISTA PHARMACEUTICALS INC,PEOPLES PHARMACY #9504 (KY),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
199,CADISTA PHARMACEUTICALS INC,PEOPLES PHARMACY #9504 (KY),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
199,CADISTA PHARMACEUTICALS INC,PEOPLES PHARMACY #9504 (KY),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
200,TEVA PHARMACEUTICALS USA INC,HARRIS TEETER PHARMACY #2468 (MN),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
200,TEVA PHARMACEUTICALS USA INC,HARRIS TEETER PHARMACY #2468 (MN),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
200,TEVA PHARMACEUTICALS USA INC,HARRIS TEETER PHARMACY #2468 (MN),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
201,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #3942 (NM),4,1,0.0876,135.0,Production Reroute,Geopolitical,Consumer Goods
201,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #3942 (NM),4,2,0.3241,151.0,Production Reroute,Cyber Attack,Automotive
201,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #3942 (NM),4,3,0.3372,89.0,Combined Strategy,Geopolitical,Consumer Goods
202,JANSSEN PHARMACEUTICALS INC,SUNRISE PHARMACY #4284 (TX),4,1,0.0876,135.0,Production Reroute,Geopolitical,Consumer Goods
202,JANSSEN PHARMACEUTICALS INC,SUNRISE PHARMACY #4284 (TX),4,2,0.3241,151.0,Production Reroute,Cyber Attack,Automotive
202,JANSSEN PHARMACEUTICALS INC,SUNRISE PHARMACY #4284 (TX),4,3,0.3372,89.0,Combined Strategy,Geopolitical,Consumer Goods
203,MYLAN PHARMACEUTICALS INC,CORNER DRUG STORE #9828 (AR),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
203,MYLAN PHARMACEUTICALS INC,CORNER DRUG STORE #9828 (AR),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
203,MYLAN PHARMACEUTICALS INC,CORNER DRUG STORE #9828 (AR),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
204,SANDOZ INC,QUALITY CARE PHARMACY #7383 (VT),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
204,SANDOZ INC,QUALITY CARE PHARMACY #7383 (VT),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
204,SANDOZ INC,QUALITY CARE PHARMACY #7383 (VT),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
205,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #7916 (MO),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
205,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #7916 (MO),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
205,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #7916 (MO),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
206,VINTAGE PHARMACEUTICALS LLC,CVS PHARMACY #5523 (NC),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
206,VINTAGE PHARMACEUTICALS LLC,CVS PHARMACY #5523 (NC),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
206,VINTAGE PHARMACEUTICALS LLC,CVS PHARMACY #5523 (NC),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
207,ENDO PHARMACEUTICALS INC,FAMILY CARE PHARMACY #3398 (KY),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
207,ENDO PHARMACEUTICALS INC,FAMILY CARE PHARMACY #3398 (KY),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
207,ENDO PHARMACEUTICALS INC,FAMILY CARE PHARMACY #3398 (KY),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
208,WATSON LABORATORIES INC,MEDICO PHARMACY #4659 (ID),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
208,WATSON LABORATORIES INC,MEDICO PHARMACY #4659 (ID),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
208,WATSON LABORATORIES INC,MEDICO PHARMACY #4659 (ID),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
209,AMNEAL PHARMACEUTICALS LLC,GOOD NEIGHBOR PHARMACY #3282 (LA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
209,AMNEAL PHARMACEUTICALS LLC,GOOD NEIGHBOR PHARMACY #3282 (LA),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
209,AMNEAL PHARMACEUTICALS LLC,GOOD NEIGHBOR PHARMACY #3282 (LA),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
210,AMNEAL PHARMACEUTICALS LLC,MEDICO PHARMACY #7114 (NJ),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
210,AMNEAL PHARMACEUTICALS LLC,MEDICO PHARMACY #7114 (NJ),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
210,AMNEAL PHARMACEUTICALS LLC,MEDICO PHARMACY #7114 (NJ),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
211,RHODES TECHNOLOGIES,QUALITY CARE PHARMACY #9990 (HI),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
211,RHODES TECHNOLOGIES,QUALITY CARE PHARMACY #9990 (HI),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
211,RHODES TECHNOLOGIES,QUALITY CARE PHARMACY #9990 (HI),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
212,ACTAVIS PHARMA INC,WINN-DIXIE PHARMACY #5416 (AL),3,1,0.9391,135.0,Production Reroute,Geopolitical,Consumer Goods
212,ACTAVIS PHARMA INC,WINN-DIXIE PHARMACY #5416 (AL),3,2,1.1755,151.0,Production Reroute,Cyber Attack,Automotive
212,ACTAVIS PHARMA INC,WINN-DIXIE PHARMACY #5416 (AL),3,3,1.1886,89.0,Combined Strategy,Geopolitical,Consumer Goods
213,ENDO PHARMACEUTICALS INC,CORNER DRUG STORE #1213 (TN),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
213,ENDO PHARMACEUTICALS INC,CORNER DRUG STORE #1213 (TN),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
213,ENDO PHARMACEUTICALS INC,CORNER DRUG STORE #1213 (TN),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
214,CADISTA PHARMACEUTICALS INC,COMMUNITY PHARMACY #3567 (CT),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
214,CADISTA PHARMACEUTICALS INC,COMMUNITY PHARMACY #3567 (CT),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
214,CADISTA PHARMACEUTICALS INC,COMMUNITY PHARMACY #3567 (CT),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
215,ENDO PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #8577 (SD),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
215,ENDO PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #8577 (SD),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
215,ENDO PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #8577 (SD),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
216,PURDUE PHARMA LP,HOMETOWN PHARMACY #6366 (WA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
216,PURDUE PHARMA LP,HOMETOWN PHARMACY #6366 (WA),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
216,PURDUE PHARMA LP,HOMETOWN PHARMACY #6366 (WA),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
217,MALLINCKRODT LLC,QUALITY CARE PHARMACY #2760 (MN),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
217,MALLINCKRODT LLC,QUALITY CARE PHARMACY #2760 (MN),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
217,MALLINCKRODT LLC,QUALITY CARE PHARMACY #2760 (MN),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
218,AMNEAL PHARMACEUTICALS LLC,SUNRISE PHARMACY #5914 (NJ),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
218,AMNEAL PHARMACEUTICALS LLC,SUNRISE PHARMACY #5914 (NJ),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
218,AMNEAL PHARMACEUTICALS LLC,SUNRISE PHARMACY #5914 (NJ),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
219,WATSON LABORATORIES INC,FAMILY CARE PHARMACY #5079 (SC),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
219,WATSON LABORATORIES INC,FAMILY CARE PHARMACY #5079 (SC),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
219,WATSON LABORATORIES INC,FAMILY CARE PHARMACY #5079 (SC),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
220,IMPAX LABORATORIES INC,RITE AID #9223 (WV),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
220,IMPAX LABORATORIES INC,RITE AID #9223 (WV),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
220,IMPAX LABORATORIES INC,RITE AID #9223 (WV),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
221,AMNEAL PHARMACEUTICALS LLC,WINN-DIXIE PHARMACY #6261 (VT),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
221,AMNEAL PHARMACEUTICALS LLC,WINN-DIXIE PHARMACY #6261 (VT),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
221,AMNEAL PHARMACEUTICALS LLC,WINN-DIXIE PHARMACY #6261 (VT),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
222,MALLINCKRODT LLC,SUNRISE PHARMACY #5636 (TX),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
222,MALLINCKRODT LLC,SUNRISE PHARMACY #5636 (TX),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
222,MALLINCKRODT LLC,SUNRISE PHARMACY #5636 (TX),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
223,PAR PHARMACEUTICAL INC,QUALITY CARE PHARMACY #5311 (NM),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
223,PAR PHARMACEUTICAL INC,QUALITY CARE PHARMACY #5311 (NM),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
223,PAR PHARMACEUTICAL INC,QUALITY CARE PHARMACY #5311 (NM),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
224,WATSON LABORATORIES INC,QUALITY CARE PHARMACY #3338 (WV),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
224,WATSON LABORATORIES INC,QUALITY CARE PHARMACY #3338 (WV),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
224,WATSON LABORATORIES INC,QUALITY CARE PHARMACY #3338 (WV),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
225,SUN PHARMA GLOBAL INC,QUALITY CARE PHARMACY #8930 (ID),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
225,SUN PHARMA GLOBAL INC,QUALITY CARE PHARMACY #8930 (ID),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
225,SUN PHARMA GLOBAL INC,QUALITY CARE PHARMACY #8930 (ID),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
226,TEVA PHARMACEUTICALS USA INC,CVS PHARMACY #9580 (KS),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
226,TEVA PHARMACEUTICALS USA INC,CVS PHARMACY #9580 (KS),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
226,TEVA PHARMACEUTICALS USA INC,CVS PHARMACY #9580 (KS),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
227,ENDO PHARMACEUTICALS INC,QUALITY CARE PHARMACY #1048 (SD),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
227,ENDO PHARMACEUTICALS INC,QUALITY CARE PHARMACY #1048 (SD),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
227,ENDO PHARMACEUTICALS INC,QUALITY CARE PHARMACY #1048 (SD),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
228,SANDOZ INC,GOOD NEIGHBOR PHARMACY #6889 (TX),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
228,SANDOZ INC,GOOD NEIGHBOR PHARMACY #6889 (TX),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
228,SANDOZ INC,GOOD NEIGHBOR PHARMACY #6889 (TX),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
229,WATSON LABORATORIES INC,HARRIS TEETER PHARMACY #8332 (SD),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
229,WATSON LABORATORIES INC,HARRIS TEETER PHARMACY #8332 (SD),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
229,WATSON LABORATORIES INC,HARRIS TEETER PHARMACY #8332 (SD),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
230,PAR PHARMACEUTICAL INC,CORNER DRUG STORE #8437 (OK),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
230,PAR PHARMACEUTICAL INC,CORNER DRUG STORE #8437 (OK),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
230,PAR PHARMACEUTICAL INC,CORNER DRUG STORE #8437 (OK),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
231,HIKMA PHARMACEUTICALS,SUNRISE PHARMACY #6972 (NM),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
231,HIKMA PHARMACEUTICALS,SUNRISE PHARMACY #6972 (NM),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
231,HIKMA PHARMACEUTICALS,SUNRISE PHARMACY #6972 (NM),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
232,QUALITEST PHARMACEUTICALS,HEALTH MART PHARMACY #8336 (NE),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
232,QUALITEST PHARMACEUTICALS,HEALTH MART PHARMACY #8336 (NE),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
232,QUALITEST PHARMACEUTICALS,HEALTH MART PHARMACY #8336 (NE),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
233,PURDUE PHARMA LP,FAMILY CARE PHARMACY #7468 (NE),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
233,PURDUE PHARMA LP,FAMILY CARE PHARMACY #7468 (NE),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
233,PURDUE PHARMA LP,FAMILY CARE PHARMACY #7468 (NE),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
234,ENDO PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #6194 (NH),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
234,ENDO PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #6194 (NH),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
234,ENDO PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #6194 (NH),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
235,VINTAGE PHARMACEUTICALS LLC,COMMUNITY PHARMACY #7146 (NJ),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
235,VINTAGE PHARMACEUTICALS LLC,COMMUNITY PHARMACY #7146 (NJ),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
235,VINTAGE PHARMACEUTICALS LLC,COMMUNITY PHARMACY #7146 (NJ),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
236,MALLINCKRODT LLC,WALGREENS #2438 (VT),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
236,MALLINCKRODT LLC,WALGREENS #2438 (VT),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
236,MALLINCKRODT LLC,WALGREENS #2438 (VT),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
237,MYLAN PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #6773 (OK),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
237,MYLAN PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #6773 (OK),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
237,MYLAN PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #6773 (OK),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
238,SANDOZ INC,MAIN STREET PHARMACY #7377 (IA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
238,SANDOZ INC,MAIN STREET PHARMACY #7377 (IA),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
238,SANDOZ INC,MAIN STREET PHARMACY #7377 (IA),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
239,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #6977 (NC),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
239,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #6977 (NC),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
239,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #6977 (NC),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
240,ACTAVIS PHARMA INC,FAMILY CARE PHARMACY #6977 (NC),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
240,ACTAVIS PHARMA INC,FAMILY CARE PHARMACY #6977 (NC),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
240,ACTAVIS PHARMA INC,FAMILY CARE PHARMACY #6977 (NC),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
241,LANNETT COMPANY INC,PEOPLES PHARMACY #4568 (WA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
241,LANNETT COMPANY INC,PEOPLES PHARMACY #4568 (WA),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
241,LANNETT COMPANY INC,PEOPLES PHARMACY #4568 (WA),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
242,SUN PHARMA GLOBAL INC,KROGER PHARMACY #6212 (UT),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
242,SUN PHARMA GLOBAL INC,KROGER PHARMACY #6212 (UT),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
242,SUN PHARMA GLOBAL INC,KROGER PHARMACY #6212 (UT),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
243,SUN PHARMA GLOBAL INC,PEOPLES PHARMACY #2188 (IA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
